article,date,max_ratio,max_ratio_hi,max_ratio_lo,language
air marshal,2011-09-04,0.1444,0.148225,0.14062500000000006,en
air marshal,2011-09-11,0.1634,0.167475,0.15937500000000004,en
air marshal,2011-09-18,0.1254,0.128975,0.12187500000000004,en
air marshal,2011-09-25,0.1292,0.132825,0.12562500000000004,en
air marshal,2011-10-02,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2011-10-09,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2011-10-16,0.1634,0.167475,0.15937500000000004,en
air marshal,2011-10-23,0.095,0.098175,0.09187500000000003,en
air marshal,2011-10-30,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2011-11-06,0.08360000000000001,0.08662500000000001,0.08062500000000002,en
air marshal,2011-11-13,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2011-11-20,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2011-11-27,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2011-12-04,0.1254,0.128975,0.12187500000000004,en
air marshal,2011-12-11,0.1406,0.144375,0.13687500000000002,en
air marshal,2011-12-18,0.0874,0.090475,0.08437500000000003,en
air marshal,2011-12-25,0.1558,0.159775,0.15187500000000007,en
air marshal,2012-01-01,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-01-08,0.0988,0.102025,0.09562500000000003,en
air marshal,2012-01-15,0.13299999999999998,0.136675,0.12937500000000002,en
air marshal,2012-01-22,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-01-29,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-02-05,0.1748,0.17902500000000002,0.17062500000000005,en
air marshal,2012-02-12,0.0798,0.082775,0.07687500000000001,en
air marshal,2012-02-19,0.1292,0.132825,0.12562500000000004,en
air marshal,2012-02-26,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-03-04,0.1254,0.128975,0.12187500000000004,en
air marshal,2012-03-11,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-03-18,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2012-03-25,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2012-04-01,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2012-04-08,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-04-15,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2012-04-22,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-04-29,0.0874,0.090475,0.08437500000000003,en
air marshal,2012-05-06,0.07600000000000001,0.078925,0.07312500000000002,en
air marshal,2012-05-13,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2012-05-20,0.08360000000000001,0.08662500000000001,0.08062500000000002,en
air marshal,2012-05-27,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-06-03,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2012-06-10,0.1254,0.128975,0.12187500000000004,en
air marshal,2012-06-17,0.095,0.098175,0.09187500000000003,en
air marshal,2012-06-24,0.1406,0.144375,0.13687500000000002,en
air marshal,2012-07-01,0.1292,0.132825,0.12562500000000004,en
air marshal,2012-07-08,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-07-15,0.171,0.175175,0.16687500000000005,en
air marshal,2012-07-22,0.0684,0.071225,0.06562500000000002,en
air marshal,2012-07-29,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2012-08-05,0.1406,0.144375,0.13687500000000002,en
air marshal,2012-08-12,0.15200000000000002,0.155925,0.14812500000000006,en
air marshal,2012-08-19,0.1368,0.140525,0.13312500000000002,en
air marshal,2012-08-26,0.0912,0.094325,0.08812500000000002,en
air marshal,2012-09-02,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2012-09-09,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2012-09-16,0.0722,0.075075,0.06937500000000002,en
air marshal,2012-09-23,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-09-30,0.0988,0.102025,0.09562500000000003,en
air marshal,2012-10-07,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-10-14,0.1254,0.128975,0.12187500000000004,en
air marshal,2012-10-21,0.0722,0.075075,0.06937500000000002,en
air marshal,2012-10-28,0.0608,0.063525,0.05812500000000002,en
air marshal,2012-11-04,0.0988,0.102025,0.09562500000000003,en
air marshal,2012-11-11,0.0722,0.075075,0.06937500000000002,en
air marshal,2012-11-18,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2012-11-25,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2012-12-02,0.0722,0.075075,0.06937500000000002,en
air marshal,2012-12-09,0.0722,0.075075,0.06937500000000002,en
air marshal,2012-12-16,0.095,0.098175,0.09187500000000003,en
air marshal,2012-12-23,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2012-12-30,0.0684,0.071225,0.06562500000000002,en
air marshal,2013-01-06,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2013-01-13,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2013-01-20,0.16720000000000002,0.171325,0.16312500000000005,en
air marshal,2013-01-27,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2013-02-03,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2013-02-10,0.0988,0.102025,0.09562500000000003,en
air marshal,2013-02-17,0.1292,0.132825,0.12562500000000004,en
air marshal,2013-02-24,0.08360000000000001,0.08662500000000001,0.08062500000000002,en
air marshal,2013-03-03,0.1368,0.140525,0.13312500000000002,en
air marshal,2013-03-10,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2013-03-17,0.0874,0.090475,0.08437500000000003,en
air marshal,2013-03-24,0.0874,0.090475,0.08437500000000003,en
air marshal,2013-03-31,0.0684,0.071225,0.06562500000000002,en
air marshal,2013-04-07,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2013-04-14,0.095,0.098175,0.09187500000000003,en
air marshal,2013-04-21,0.0874,0.090475,0.08437500000000003,en
air marshal,2013-04-28,0.0874,0.090475,0.08437500000000003,en
air marshal,2013-05-05,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2013-05-12,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2013-05-19,0.095,0.098175,0.09187500000000003,en
air marshal,2013-05-26,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-06-02,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2013-06-09,0.0798,0.082775,0.07687500000000001,en
air marshal,2013-06-16,0.0988,0.102025,0.09562500000000003,en
air marshal,2013-06-23,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-06-30,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2013-07-07,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-07-14,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-07-21,0.0988,0.102025,0.09562500000000003,en
air marshal,2013-07-28,0.0874,0.090475,0.08437500000000003,en
air marshal,2013-08-04,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2013-08-11,0.095,0.098175,0.09187500000000003,en
air marshal,2013-08-18,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2013-08-25,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2013-09-01,0.0798,0.082775,0.07687500000000001,en
air marshal,2013-09-08,0.0684,0.071225,0.06562500000000002,en
air marshal,2013-09-15,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2013-09-22,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-09-29,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2013-10-06,0.07600000000000001,0.078925,0.07312500000000002,en
air marshal,2013-10-13,0.2166,0.221375,0.21187500000000004,en
air marshal,2013-10-20,0.1254,0.128975,0.12187500000000004,en
air marshal,2013-10-27,0.1254,0.128975,0.12187500000000004,en
air marshal,2013-11-03,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2013-11-10,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2013-11-17,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2013-11-24,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2013-12-01,0.0912,0.094325,0.08812500000000002,en
air marshal,2013-12-08,0.0684,0.071225,0.06562500000000002,en
air marshal,2013-12-15,0.1482,0.15207500000000002,0.14437500000000006,en
air marshal,2013-12-22,0.095,0.098175,0.09187500000000003,en
air marshal,2013-12-29,0.1292,0.132825,0.12562500000000004,en
air marshal,2014-01-05,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2014-01-12,0.16720000000000002,0.171325,0.16312500000000005,en
air marshal,2014-01-19,0.1292,0.132825,0.12562500000000004,en
air marshal,2014-01-26,0.1292,0.132825,0.12562500000000004,en
air marshal,2014-02-02,0.2584,0.26372500000000004,0.2531250000000001,en
air marshal,2014-02-09,0.2394,0.244475,0.23437500000000006,en
air marshal,2014-02-16,0.20900000000000002,0.21367500000000003,0.20437500000000008,en
air marshal,2014-02-23,0.3306,0.33687500000000004,0.3243750000000001,en
air marshal,2014-03-02,0.3002,0.30607500000000004,0.2943750000000001,en
air marshal,2014-03-09,0.24700000000000003,0.25217500000000004,0.2418750000000001,en
air marshal,2014-03-16,0.2356,0.240625,0.23062500000000005,en
air marshal,2014-03-23,0.17859999999999998,0.18287499999999998,0.17437500000000006,en
air marshal,2014-03-30,0.1596,0.163625,0.15562500000000004,en
air marshal,2014-04-06,0.1824,0.186725,0.17812500000000003,en
air marshal,2014-04-13,0.17859999999999998,0.18287499999999998,0.17437500000000006,en
air marshal,2014-04-20,0.16720000000000002,0.171325,0.16312500000000005,en
air marshal,2014-04-27,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2014-05-04,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2014-05-11,0.1482,0.15207500000000002,0.14437500000000006,en
air marshal,2014-05-18,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2014-05-25,0.3002,0.30607500000000004,0.2943750000000001,en
air marshal,2014-06-01,0.171,0.175175,0.16687500000000005,en
air marshal,2014-06-08,0.2318,0.236775,0.22687500000000005,en
air marshal,2014-06-15,0.22419999999999998,0.229075,0.21937500000000004,en
air marshal,2014-06-22,0.17859999999999998,0.18287499999999998,0.17437500000000006,en
air marshal,2014-06-29,0.1976,0.20212500000000003,0.19312500000000007,en
air marshal,2014-07-06,0.171,0.175175,0.16687500000000005,en
air marshal,2014-07-13,0.20520000000000002,0.209825,0.20062500000000008,en
air marshal,2014-07-20,0.16720000000000002,0.171325,0.16312500000000005,en
air marshal,2014-07-27,0.1824,0.186725,0.17812500000000003,en
air marshal,2014-08-03,0.20140000000000002,0.20597500000000002,0.19687500000000008,en
air marshal,2014-08-10,0.1292,0.132825,0.12562500000000004,en
air marshal,2014-08-17,0.13299999999999998,0.136675,0.12937500000000002,en
air marshal,2014-08-24,0.1596,0.163625,0.15562500000000004,en
air marshal,2014-08-31,0.1976,0.20212500000000003,0.19312500000000007,en
air marshal,2014-09-07,0.30400000000000005,0.309925,0.2981250000000001,en
air marshal,2014-09-14,0.15200000000000002,0.155925,0.14812500000000006,en
air marshal,2014-09-21,0.1254,0.128975,0.12187500000000004,en
air marshal,2014-09-28,0.0988,0.102025,0.09562500000000003,en
air marshal,2014-10-05,0.1254,0.128975,0.12187500000000004,en
air marshal,2014-10-12,0.1444,0.148225,0.14062500000000006,en
air marshal,2014-10-19,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2014-10-26,0.1254,0.128975,0.12187500000000004,en
air marshal,2014-11-02,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2014-11-09,0.1292,0.132825,0.12562500000000004,en
air marshal,2014-11-16,0.0988,0.102025,0.09562500000000003,en
air marshal,2014-11-23,0.1368,0.140525,0.13312500000000002,en
air marshal,2014-11-30,0.095,0.098175,0.09187500000000003,en
air marshal,2014-12-07,0.0798,0.082775,0.07687500000000001,en
air marshal,2014-12-14,0.0988,0.102025,0.09562500000000003,en
air marshal,2014-12-21,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2014-12-28,0.13299999999999998,0.136675,0.12937500000000002,en
air marshal,2015-01-04,0.1558,0.159775,0.15187500000000007,en
air marshal,2015-01-11,0.1254,0.128975,0.12187500000000004,en
air marshal,2015-01-18,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2015-01-25,0.1254,0.128975,0.12187500000000004,en
air marshal,2015-02-01,0.1748,0.17902500000000002,0.17062500000000005,en
air marshal,2015-02-08,0.1558,0.159775,0.15187500000000007,en
air marshal,2015-02-15,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2015-02-22,0.1368,0.140525,0.13312500000000002,en
air marshal,2015-03-01,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2015-03-08,0.1292,0.132825,0.12562500000000004,en
air marshal,2015-03-15,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2015-03-22,0.1748,0.17902500000000002,0.17062500000000005,en
air marshal,2015-03-29,0.095,0.098175,0.09187500000000003,en
air marshal,2015-04-05,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2015-04-12,0.1368,0.140525,0.13312500000000002,en
air marshal,2015-04-19,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2015-04-26,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2015-05-03,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2015-05-10,0.1216,0.12512500000000001,0.11812500000000004,en
air marshal,2015-05-17,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2015-05-24,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2015-05-31,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2015-06-07,0.0874,0.090475,0.08437500000000003,en
air marshal,2015-06-14,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2015-06-21,0.0912,0.094325,0.08812500000000002,en
air marshal,2015-06-28,0.1254,0.128975,0.12187500000000004,en
air marshal,2015-07-05,0.0874,0.090475,0.08437500000000003,en
air marshal,2015-07-12,0.1406,0.144375,0.13687500000000002,en
air marshal,2015-07-19,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2015-07-26,0.2166,0.221375,0.21187500000000004,en
air marshal,2015-08-02,0.1368,0.140525,0.13312500000000002,en
air marshal,2015-08-09,0.1824,0.186725,0.17812500000000003,en
air marshal,2015-08-16,0.11399999999999999,0.117425,0.11062500000000003,en
air marshal,2015-08-23,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2015-08-30,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2015-09-06,0.11019999999999999,0.113575,0.10687500000000003,en
air marshal,2015-09-13,0.1596,0.163625,0.15562500000000004,en
air marshal,2015-09-20,0.1482,0.15207500000000002,0.14437500000000006,en
air marshal,2015-09-27,0.0608,0.063525,0.05812500000000002,en
air marshal,2015-10-04,0.1368,0.140525,0.13312500000000002,en
air marshal,2015-10-11,0.10640000000000001,0.10972499999999999,0.10312500000000004,en
air marshal,2015-10-18,0.1482,0.15207500000000002,0.14437500000000006,en
air marshal,2015-10-25,0.095,0.098175,0.09187500000000003,en
air marshal,2015-11-01,0.0874,0.090475,0.08437500000000003,en
air marshal,2015-11-08,0.095,0.098175,0.09187500000000003,en
air marshal,2015-11-15,0.0874,0.090475,0.08437500000000003,en
air marshal,2015-11-22,0.0988,0.102025,0.09562500000000003,en
air marshal,2015-11-29,0.1444,0.148225,0.14062500000000006,en
air marshal,2015-12-06,0.1178,0.12127500000000001,0.11437500000000003,en
air marshal,2015-12-13,0.0874,0.090475,0.08437500000000003,en
air marshal,2015-12-20,0.10260000000000001,0.10587500000000001,0.09937500000000003,en
air marshal,2015-12-27,0.1444,0.148225,0.14062500000000006,en
alcohol and tobacco tax and trade bureau,2011-01-02,0.0189924,0.020053254375,0.017973796875000003,en
alcohol and tobacco tax and trade bureau,2011-01-09,0.0089148,0.009520231875,0.008338359375000002,en
alcohol and tobacco tax and trade bureau,2011-01-16,0.0089148,0.009520231875,0.008338359375000002,en
alcohol and tobacco tax and trade bureau,2011-01-23,0.0089148,0.009520231875,0.008338359375000002,en
alcohol and tobacco tax and trade bureau,2011-01-30,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-02-06,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-02-13,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-02-20,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-02-27,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-03-06,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-03-13,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-03-20,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-03-27,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-04-03,0.0170544,0.018027673125,0.016120828125000004,en
alcohol and tobacco tax and trade bureau,2011-04-10,0.017442000000000003,0.018432789375,0.016491421875000002,en
alcohol and tobacco tax and trade bureau,2011-04-17,0.0089148,0.009520231875,0.008338359375000002,en
alcohol and tobacco tax and trade bureau,2011-04-24,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-05-01,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-05-08,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-05-15,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-05-22,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-05-29,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-06-05,0.0170544,0.018027673125,0.016120828125000004,en
alcohol and tobacco tax and trade bureau,2011-06-12,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-06-19,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-06-26,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-07-03,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-07-10,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-07-17,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-07-24,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-07-31,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-08-07,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-08-14,0.0085272,0.009115115625000001,0.007967765625000001,en
alcohol and tobacco tax and trade bureau,2011-08-21,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-08-28,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-09-04,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-09-11,0.007752000000000001,0.008304883125,0.007226578125000002,en
alcohol and tobacco tax and trade bureau,2011-09-18,0.007752000000000001,0.008304883125,0.007226578125000002,en
alcohol and tobacco tax and trade bureau,2011-09-25,0.015504000000000002,0.016407208125000003,0.014638453125000003,en
alcohol and tobacco tax and trade bureau,2011-10-02,0.007752000000000001,0.008304883125,0.007226578125000002,en
alcohol and tobacco tax and trade bureau,2011-10-09,0.007364400000000001,0.007899766875,0.0068559843750000005,en
alcohol and tobacco tax and trade bureau,2011-10-16,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-10-23,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-10-30,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-11-06,0.007364400000000001,0.007899766875,0.0068559843750000005,en
alcohol and tobacco tax and trade bureau,2011-11-13,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-11-20,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-11-27,0.0143412,0.015191859375000002,0.013526671875000002,en
alcohol and tobacco tax and trade bureau,2011-12-04,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-12-11,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2011-12-18,0.007752000000000001,0.008304883125,0.007226578125000002,en
alcohol and tobacco tax and trade bureau,2011-12-25,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-01-01,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-01-08,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-01-15,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-01-22,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-01-29,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-02-05,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-02-12,0.0100776,0.010735580625000001,0.009450140625000002,en
alcohol and tobacco tax and trade bureau,2012-02-19,0.020542800000000003,0.021673719375000004,0.019456171875000004,en
alcohol and tobacco tax and trade bureau,2012-02-26,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-03-04,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-03-11,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-03-18,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-03-25,0.0337212,0.035447671875,0.032056359375,en
alcohol and tobacco tax and trade bureau,2012-04-01,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-04-08,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-04-15,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-04-22,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-04-29,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-05-06,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-05-13,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-05-20,0.013566,0.014381626875,0.012785484375000001,en
alcohol and tobacco tax and trade bureau,2012-05-27,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-06-03,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-06-10,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-06-17,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-06-24,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-07-01,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-07-08,0.013178400000000002,0.013976510624999999,0.012414890625000003,en
alcohol and tobacco tax and trade bureau,2012-07-15,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-07-22,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-07-29,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-08-05,0.0069768,0.007494650625,0.006485390625,en
alcohol and tobacco tax and trade bureau,2012-08-12,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-08-19,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-08-26,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-09-02,0.006589200000000001,0.007089534375,0.006114796875000001,en
alcohol and tobacco tax and trade bureau,2012-09-09,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-09-16,0.006201600000000001,0.006684418125000001,0.005744203125000001,en
alcohol and tobacco tax and trade bureau,2012-09-23,0.00969,0.010330464375,0.009079546875,en
alcohol and tobacco tax and trade bureau,2012-09-30,0.0,0.00020255812500000002,0.0,en
alcohol and tobacco tax and trade bureau,2012-10-07,0.006201600000000001,0.006684418125000001,0.005744203125000001,en
alcohol and tobacco tax and trade bureau,2012-10-14,0.012015600000000001,0.012761161875000001,0.011303109375000002,en
alcohol and tobacco tax and trade bureau,2012-10-21,0.0,0.00020255812500000002,0.0,en
