article,date,max_ratio,max_ratio_hi,max_ratio_lo,lanuage
Abu Sayyaf,2012-01-15,0.01,0.015,0.005,en.csv
Abu Sayyaf,2012-01-22,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-01-29,0.05,0.055,0.045,en.csv
Abu Sayyaf,2012-02-05,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-02-12,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-02-19,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-02-26,0.04,0.045,0.035,en.csv
Abu Sayyaf,2012-03-04,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-03-11,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-03-18,0.01,0.015,0.005,en.csv
Abu Sayyaf,2012-03-25,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-04-01,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-04-08,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-04-15,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-04-22,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-04-29,0.04,0.045,0.035,en.csv
Abu Sayyaf,2012-05-06,0.04,0.045,0.035,en.csv
Abu Sayyaf,2012-05-13,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-05-20,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-05-27,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-06-03,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-06-10,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-06-17,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-06-24,0.04,0.045,0.035,en.csv
Abu Sayyaf,2012-07-01,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-07-08,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-07-15,0.01,0.015,0.005,en.csv
Abu Sayyaf,2012-07-22,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-07-29,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-08-05,0.04,0.045,0.035,en.csv
Abu Sayyaf,2012-08-12,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-08-19,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-08-26,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-09-02,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-09-09,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-09-16,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-09-23,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-09-30,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-10-07,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-10-14,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-10-21,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-10-28,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-11-04,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-11-11,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-11-18,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-11-25,0.01,0.015,0.005,en.csv
Abu Sayyaf,2012-12-02,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-12-09,0.01,0.015,0.005,en.csv
Abu Sayyaf,2012-12-16,0.03,0.035,0.025,en.csv
Abu Sayyaf,2012-12-23,0.02,0.025,0.015,en.csv
Abu Sayyaf,2012-12-30,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-01-06,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-01-13,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-01-20,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-01-27,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-02-03,0.05,0.055,0.045,en.csv
Abu Sayyaf,2013-02-10,0.14,0.145,0.135,en.csv
Abu Sayyaf,2013-02-17,0.11,0.115,0.105,en.csv
Abu Sayyaf,2013-02-24,0.13,0.135,0.125,en.csv
Abu Sayyaf,2013-03-03,0.12,0.125,0.115,en.csv
Abu Sayyaf,2013-03-10,0.06,0.065,0.055,en.csv
Abu Sayyaf,2013-03-17,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-03-24,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-03-31,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-04-07,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-04-14,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-04-21,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-04-28,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-05-05,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-05-12,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-05-19,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-05-26,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-06-02,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-06-09,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-06-16,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-06-23,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-06-30,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-07-07,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-07-14,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-07-21,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-07-28,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-08-04,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-08-11,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-08-18,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-08-25,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-09-01,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-09-08,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-09-15,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-09-22,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-09-29,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-10-06,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-10-13,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-10-20,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-10-27,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-11-03,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-11-10,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-11-17,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-11-24,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-12-01,0.03,0.035,0.025,en.csv
Abu Sayyaf,2013-12-08,0.01,0.015,0.005,en.csv
Abu Sayyaf,2013-12-15,0.04,0.045,0.035,en.csv
Abu Sayyaf,2013-12-22,0.02,0.025,0.015,en.csv
Abu Sayyaf,2013-12-29,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-01-05,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-01-12,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-01-19,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-01-26,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-02-02,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-02-09,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-02-16,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-02-23,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-03-02,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-03-09,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-03-16,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-03-23,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-03-30,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-04-06,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-04-13,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-04-20,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-04-27,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-05-04,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-05-11,0.01,0.015,0.005,en.csv
Abu Sayyaf,2014-05-18,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-05-25,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-06-01,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-06-08,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-06-15,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-06-22,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-06-29,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-07-06,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-07-13,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-07-20,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-07-27,0.05,0.055,0.045,en.csv
Abu Sayyaf,2014-08-03,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-08-10,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-08-17,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-08-24,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-08-31,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-09-07,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-09-14,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-09-21,0.1,0.105,0.095,en.csv
Abu Sayyaf,2014-09-28,0.05,0.055,0.045,en.csv
Abu Sayyaf,2014-10-05,0.02,0.025,0.015,en.csv
Abu Sayyaf,2014-10-12,0.1,0.105,0.095,en.csv
Abu Sayyaf,2014-10-19,0.05,0.055,0.045,en.csv
Abu Sayyaf,2014-10-26,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-11-02,0.06,0.065,0.055,en.csv
Abu Sayyaf,2014-11-09,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-11-16,0.06,0.065,0.055,en.csv
Abu Sayyaf,2014-11-23,0.05,0.055,0.045,en.csv
Abu Sayyaf,2014-11-30,0.06,0.065,0.055,en.csv
Abu Sayyaf,2014-12-07,0.04,0.045,0.035,en.csv
Abu Sayyaf,2014-12-14,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-12-21,0.03,0.035,0.025,en.csv
Abu Sayyaf,2014-12-28,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-01-04,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-01-11,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-01-18,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-01-25,0.06,0.065,0.055,en.csv
Abu Sayyaf,2015-02-01,0.06,0.065,0.055,en.csv
Abu Sayyaf,2015-02-08,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-02-15,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-02-22,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-03-01,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-03-08,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-03-15,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-03-22,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-03-29,0.01,0.015,0.005,en.csv
Abu Sayyaf,2015-04-05,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-04-12,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-04-19,0.01,0.015,0.005,en.csv
Abu Sayyaf,2015-04-26,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-05-03,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-05-10,0.82,0.825,0.815,en.csv
Abu Sayyaf,2015-05-17,0.52,0.525,0.515,en.csv
Abu Sayyaf,2015-05-24,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-05-31,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-06-07,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-06-14,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-06-21,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-06-28,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-07-05,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-07-12,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-07-19,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-07-26,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-08-02,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-08-09,0.17,0.175,0.165,en.csv
Abu Sayyaf,2015-08-16,0.08,0.085,0.075,en.csv
Abu Sayyaf,2015-08-23,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-08-30,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-09-06,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-09-13,0.05,0.055,0.045,en.csv
Abu Sayyaf,2015-09-20,0.05,0.055,0.045,en.csv
Abu Sayyaf,2015-09-27,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-10-04,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-10-11,0.06,0.065,0.055,en.csv
Abu Sayyaf,2015-10-18,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-10-25,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-11-01,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-11-08,0.02,0.025,0.015,en.csv
Abu Sayyaf,2015-11-15,0.19,0.195,0.185,en.csv
Abu Sayyaf,2015-11-22,0.09,0.095,0.085,en.csv
Abu Sayyaf,2015-11-29,0.04,0.045,0.035,en.csv
Abu Sayyaf,2015-12-06,0.03,0.035,0.025,en.csv
Abu Sayyaf,2015-12-13,0.06,0.065,0.055,en.csv
Abu Sayyaf,2015-12-20,0.05,0.055,0.045,en.csv
Abu Sayyaf,2015-12-27,0.03,0.035,0.025,en.csv
Al-Qaeda,2011-01-02,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-01-09,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-01-16,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-01-23,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-01-30,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2011-02-06,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-02-13,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-02-20,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-02-27,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-03-06,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-03-13,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-03-20,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-03-27,0.16,0.1717171717171717,0.1485148514851485,en.csv
Al-Qaeda,2011-04-03,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-04-10,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-04-17,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2011-04-24,0.14,0.15151515151515152,0.12871287128712872,en.csv
Al-Qaeda,2011-05-01,2.0,2.0202020202020203,1.9801980198019802,en.csv
Al-Qaeda,2011-05-08,0.54,0.5555555555555556,0.5247524752475248,en.csv
Al-Qaeda,2011-05-15,0.22,0.23232323232323232,0.2079207920792079,en.csv
Al-Qaeda,2011-05-22,0.24,0.25252525252525254,0.22772277227722773,en.csv
Al-Qaeda,2011-05-29,0.18,0.1919191919191919,0.16831683168316833,en.csv
Al-Qaeda,2011-06-05,0.14,0.15151515151515152,0.12871287128712872,en.csv
Al-Qaeda,2011-06-12,0.22,0.23232323232323232,0.2079207920792079,en.csv
Al-Qaeda,2011-06-19,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-06-26,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-07-03,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-07-10,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2011-07-17,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-07-24,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2011-07-31,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-08-07,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2011-08-14,0.02,0.030303030303030304,0.009900990099009901,en.csv
Al-Qaeda,2011-08-21,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-08-28,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-09-04,0.22,0.23232323232323232,0.2079207920792079,en.csv
Al-Qaeda,2011-09-11,0.28,0.29292929292929293,0.26732673267326734,en.csv
Al-Qaeda,2011-09-18,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-09-25,0.16,0.1717171717171717,0.1485148514851485,en.csv
Al-Qaeda,2011-10-02,0.14,0.15151515151515152,0.12871287128712872,en.csv
Al-Qaeda,2011-10-09,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-10-16,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-10-23,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-10-30,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-11-06,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2011-11-13,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-11-20,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-11-27,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-12-04,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2011-12-11,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2011-12-18,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2011-12-25,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-01-01,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-01-08,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-01-15,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-01-22,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-01-29,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-02-05,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-02-12,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-02-19,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-02-26,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-03-04,0.14,0.15151515151515152,0.12871287128712872,en.csv
Al-Qaeda,2012-03-11,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-03-18,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2012-03-25,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-04-01,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2012-04-08,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-04-15,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-04-22,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-04-29,0.18,0.1919191919191919,0.16831683168316833,en.csv
Al-Qaeda,2012-05-06,0.22,0.23232323232323232,0.2079207920792079,en.csv
Al-Qaeda,2012-05-13,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-05-20,0.14,0.15151515151515152,0.12871287128712872,en.csv
Al-Qaeda,2012-05-27,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-06-03,0.16,0.1717171717171717,0.1485148514851485,en.csv
Al-Qaeda,2012-06-10,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-06-17,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-06-24,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-07-01,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-07-08,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-07-15,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-07-22,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-07-29,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-08-05,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2012-08-12,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-08-19,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-08-26,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-09-02,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-09-09,0.24,0.25252525252525254,0.22772277227722773,en.csv
Al-Qaeda,2012-09-16,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2012-09-23,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-09-30,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-10-07,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-10-14,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-10-21,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-10-28,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-11-04,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2012-11-11,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-11-18,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-11-25,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-12-02,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-12-09,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-12-16,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2012-12-23,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2012-12-30,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2013-01-06,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2013-01-13,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2013-01-20,0.12,0.13131313131313133,0.10891089108910891,en.csv
Al-Qaeda,2013-01-27,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2013-02-03,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2013-02-10,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2013-02-17,0.06,0.0707070707070707,0.04950495049504951,en.csv
Al-Qaeda,2013-02-24,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2013-03-03,0.04,0.050505050505050504,0.0297029702970297,en.csv
Al-Qaeda,2013-03-10,0.1,0.1111111111111111,0.0891089108910891,en.csv
Al-Qaeda,2013-03-17,0.08,0.09090909090909091,0.06930693069306931,en.csv
Al-Qaeda,2013-03-24,0.08,0.09090909090909091,0.06930693069306931,en.csv
